Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Cote d'Ivoire,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,
Ghana,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Cameroon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Ecuador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Belgium,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Netherlands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Malaysia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Nigeria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Dominican Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Peru,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Estonia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Indonesia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
United States,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Uganda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Germany,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Colombia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Madagascar,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
European Union,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Tanzania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Sierra Leone,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Singapore,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Solomon Islands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Togo,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Turkey,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Vietnam,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Sao Tome and Principe,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Philippines,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Nicaragua,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
France,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Canada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Panama,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Switzerland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Brazil,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Honduras,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Costa Rica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
United Kingdom,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
New Zealand,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Russian Federation,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Jamaica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Belize,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Mexico,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Bulgaria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
"Serbia, FR(Serbia/Montenegro)",Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Poland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Guatemala,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
"Congo, Rep.",Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Slovenia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Austria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Italy,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Australia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
China,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Eswatini,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
St. Lucia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Saudi Arabia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Japan,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Czech Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Sweden,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
India,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
El Salvador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Sri Lanka,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Spain,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Samoa,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Fiji,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Luxembourg,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Thailand,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
South Africa,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Rwanda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
