Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Nigeria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,        3033000.41,2.10097e+008,Kg
Cote d'Ivoire,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,        2324954.24,1.00501e+009,Kg
Ghana,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,        1967761.66,5.85929e+008,Kg
Netherlands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         413172.53,1.41659e+008,Kg
Cameroon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         394829.41,1.73794e+008,Kg
Indonesia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         384829.79,1.63501e+008,Kg
Ecuador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         346190.66,1.47329e+008,Kg
Belgium,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         340604.06,1.14621e+008,Kg
Dominican Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         173946.44,6.56127e+007,Kg
Estonia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         158602.85,5.67334e+007,Kg
Malaysia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,         129157.50,4.77048e+007,Kg
Papua New Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          83920.41,9.50827e+008,Kg
Peru,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          69034.37,2.68186e+007,Kg
Uganda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          38433.73,1.96637e+007,Kg
United States,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          35154.38,1.41331e+007,Kg
Germany,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          31029.42,1.22798e+007,Kg
Tanzania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          20632.87,8.85523e+006,Kg
France,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          14787.19,4.90826e+006,Kg
European Union,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          12332.94,4.00694e+006,Kg
Colombia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          10515.49,4.32086e+006,Kg
Togo,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,          10137.92,4.70579e+006,Kg
Solomon Islands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,           8906.76,6.9425e+006,Kg
Madagascar,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,           8792.05,4.33885e+006,Kg
Vietnam,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,           6548.66,,
Nicaragua,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,           5528.22,2.69057e+006,Kg
Sao Tome and Principe,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,           4829.31,2.22959e+006,Kg
Singapore,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2012, World,           3680.52,1.37834e+006,Kg
