Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Cote d'Ivoire,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,        3059995.48,,
Ghana,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,        1886218.73,5.81375e+008,Kg
Cameroon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         669606.07,2.63746e+008,Kg
Ecuador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         621970.00,2.27214e+008,Kg
Belgium,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         609163.66,1.85897e+008,Kg
Netherlands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         438697.57,1.38063e+008,Kg
Malaysia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         276486.27,9.10896e+007,Kg
Nigeria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         230740.08,8.29772e+007,Kg
Dominican Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         227941.19,7.37117e+007,Kg
Peru,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         202326.03,6.20838e+007,Kg
Estonia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,         124096.65,3.81592e+007,Kg
Indonesia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          83966.72,2.83294e+007,Kg
United States,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          82979.45,2.78986e+007,Kg
Uganda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          74996.18,2.96976e+007,Kg
Germany,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          60027.78,1.85107e+007,Kg
Colombia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          31579.54,1.04493e+007,Kg
Madagascar,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          22451.91,9.34704e+006,Kg
European Union,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          21295.37,5.03489e+006,Kg
Tanzania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          21235.84,9.26367e+006,Kg
Sierra Leone,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          17448.38,1.0237e+007,Kg
Singapore,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          13579.00,3.6576e+006,Kg
Solomon Islands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          12627.94,5.25621e+006,Kg
Togo,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,          11351.19,4.38698e+006,Kg
Turkey,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           9223.38,2.60668e+006,Kg
Vietnam,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           9146.74,2.95056e+006,Kg
Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           9121.16,9.08909e+006,Kg
Sao Tome and Principe,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           8650.98,3.00081e+006,Kg
Philippines,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           7391.40,2.4933e+006,Kg
Nicaragua,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           5763.77,3.16199e+006,Kg
France,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           5156.31,1.37961e+006,Kg
Canada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           2053.51,678285,Kg
Panama,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           2030.31,507675,Kg
Switzerland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           1899.17,331394,Kg
Brazil,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           1633.53,389024,Kg
Honduras,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           1396.72,577466,Kg
Costa Rica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           1341.00,410035,Kg
United Kingdom,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2016, World,           1278.58,466539,Kg
