Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Cote d'Ivoire,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,        1438372.42,8.03886e+008,Kg
Ghana,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         896390.16,5.06358e+008,Kg
Indonesia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         622600.38,3.79829e+008,Kg
Nigeria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         377324.62,2.46797e+008,Kg
Belgium,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         294079.80,1.40398e+008,Kg
Cameroon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         215837.40,1.31075e+008,Kg
Ecuador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         190440.50,8.00932e+007,Kg
Dominican Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         101366.27,4.68107e+007,Kg
Estonia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,         100785.04,5.01353e+007,Kg
Netherlands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          98336.83,4.62247e+007,Kg
United States,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          53070.99,2.42202e+007,Kg
Malaysia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          34725.51,1.84299e+007,Kg
Madagascar,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          19796.00,4.95249e+006,Kg
Germany,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          18180.00,8.5653e+006,Kg
Uganda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          15936.06,9.27508e+006,Kg
Tanzania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          12449.57,8.1429e+006,Kg
Peru,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          11483.95,4.26349e+006,Kg
Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,          10306.07,1.30061e+007,Kg
France,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           9811.22,3.5409e+006,Kg
European Union,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           8418.34,4.1502e+006,Kg
Mexico,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           5874.86,2.97674e+006,Kg
Togo,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           5308.11,4.22214e+006,Kg
Singapore,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           3745.01,1.81073e+006,Kg
Colombia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           3566.01,1.41347e+006,Kg
Sao Tome and Principe,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           3512.59,2.02263e+006,Kg
Trinidad and Tobago,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           3317.86,747028,Kg
Canada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           2596.11,2.966e+006,Kg
Panama,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2007, World,           2267.08,1.21786e+006,Kg
