Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,        4542717.31,1.3771e+009,Kg
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,        1698950.33,5.4457e+008,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,        1292195.16,4.02061e+008,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,        1126487.12,3.76392e+008,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         971675.49,3.19441e+008,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         578233.02,1.60154e+008,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         480756.95,1.37063e+008,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         447325.40,1.3046e+008,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         291754.26,9.34446e+007,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         275775.85,8.19014e+007,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         230976.73,6.82174e+007,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         211717.59,5.435e+007,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         166985.12,4.45297e+007,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         161962.06,4.19732e+007,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         149882.66,5.06618e+007,Kg
Estonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         149223.51,4.56654e+007,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,         141019.96,4.74125e+007,Kg
Indonesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          89497.06,2.48306e+007,Kg
China,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          86677.89,2.97742e+007,Kg
Thailand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          74348.80,2.10742e+007,Kg
Ukraine,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          61554.42,1.4143e+007,Kg
Mexico,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          51190.07,1.56607e+007,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          42977.63,1.23064e+007,Kg
India,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          37195.81,1.02698e+007,Kg
Poland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          30676.00,9.05182e+006,Kg
"Iran, Islamic Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          30571.39,9.22e+006,Kg
Belarus,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          28764.60,7.22892e+006,Kg
Colombia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          22125.63,6.81855e+006,Kg
Kazakhstan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          21977.21,5.40728e+006,Kg
Sri Lanka,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          20127.65,5.24e+006,Kg
Ireland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2010, World,          17631.55,5.06372e+006,Kg
