Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,        1815269.28,1.11689e+009,Kg
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         604497.35,3.83093e+008,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         538373.95,3.11687e+008,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         320990.00,2.05205e+008,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         238996.39,1.30964e+008,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         233733.49,1.38891e+008,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         198182.68,1.22894e+008,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         152548.29,1.64063e+008,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         135840.24,7.07569e+007,Kg
Spain,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,         106052.47,6.01683e+007,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          97872.66,6.17417e+007,Kg
Estonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          96611.25,5.72837e+007,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          90620.21,4.91379e+007,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          85572.43,5.63076e+007,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          76910.89,4.45269e+007,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          68876.73,3.77463e+007,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          47005.38,2.45381e+007,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          43433.30,2.30485e+007,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2002, World,          43330.83,2.73364e+007,Kg
