Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Cote d'Ivoire,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,        1473895.15,9.90956e+008,Kg
Ghana,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,         792129.87,4.98004e+008,Kg
Indonesia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,         467827.36,3.67426e+008,Kg
Belgium,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,         230418.40,1.40274e+008,Kg
Cameroon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,         209586.83,1.63701e+008,Kg
Ecuador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,         114011.25,7.83493e+007,Kg
Estonia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          97125.38,5.22516e+007,Kg
Netherlands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          60048.00,3.65713e+007,Kg
United States,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          41614.40,2.61625e+007,Kg
Dominican Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          33132.97,2.27339e+007,Kg
Germany,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          22098.00,1.21364e+007,Kg
Togo,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          20087.84,2.91227e+007,Kg
Malaysia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          14129.42,9.82007e+006,Kg
Venezuela,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          12164.13,5.74954e+006,Kg
Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,          11614.13,1.37453e+007,Kg
Uganda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           9638.34,7.63125e+006,Kg
France,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           7770.29,3.5543e+006,Kg
Tanzania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           7447.24,4.80104e+006,Kg
European Union,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           7426.12,3.40476e+006,Kg
Madagascar,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           4063.23,2.43e+006,Kg
Sao Tome and Principe,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           3033.14,2.41395e+006,Kg
Singapore,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           2575.82,1.83088e+006,Kg
Trinidad and Tobago,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           2350.26,759235,Kg
Peru,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           2004.98,1.14145e+006,Kg
Brazil,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           1788.12,1.06614e+006,Kg
United Kingdom,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           1739.14,1.36762e+006,Kg
Italy,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           1425.34,964287,Kg
Panama,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           1180.83,751326,Kg
Mexico,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,           1026.97,634452,Kg
Switzerland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            575.02,139828,Kg
Colombia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            562.62,276642,Kg
Bolivia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            533.61,263840,Kg
Canada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            511.85,204000,Kg
Costa Rica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            438.13,342045,Kg
Jamaica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            431.89,186500,Kg
Cuba,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            396.56,212580,Kg
Nicaragua,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            248.02,447050,Kg
Vietnam,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,            114.06,71710,Kg
Spain,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             97.34,38449,Kg
Grenada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             91.98,33440,Kg
Philippines,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             83.64,52356,Kg
Guatemala,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             79.63,236363,Kg
Poland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             74.14,45949,Kg
India,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             56.91,33371,Kg
Ukraine,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             43.23,23491,Kg
"Iran, Islamic Rep.",Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             40.40,12711,Kg
Japan,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             38.02,104918,Kg
Belize,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             32.69,21266,Kg
Belarus,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             29.20,14999,Kg
Ireland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             26.03,9885,Kg
Fiji,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             24.63,11069,Kg
Sri Lanka,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             23.15,15500,Kg
El Salvador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             22.11,6643,Kg
Australia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             18.78,6710,Kg
Turkey,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             15.59,3006,Kg
Thailand,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             14.93,11150,Kg
Malawi,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             10.88,28000,Kg
United Arab Emirates,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,             10.77,1150,Kg
St. Lucia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,              5.77,8321,Kg
Samoa,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,              4.11,394,Kg
Dominica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,              3.46,752,Kg
Namibia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,              1.95,1226,Kg
Slovenia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2005, World,              1.80,447,Kg
