Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Spain,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Indonesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Estonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Mexico,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
China,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
India,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Poland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Ukraine,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Slovak Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Kazakhstan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
"Iran, Islamic Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
"Korea, Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Belarus,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Denmark,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Greece,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Colombia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Tunisia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Algeria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
New Zealand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
"Serbia, FR(Serbia/Montenegro)",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Armenia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Croatia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Peru,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Bosnia and Herzegovina,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Australia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
Philippines,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
El Salvador,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2017, World,,,Kg
