Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Cote d'Ivoire,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,         841757.82,1.11348e+009,Kg
Ghana,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,         243632.99,2.39459e+008,Kg
Indonesia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,         233052.23,3.33619e+008,Kg
Netherlands,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          84676.21,8.91603e+007,Kg
Cameroon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          72521.63,7.73813e+007,Kg
Estonia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          62816.42,6.07821e+007,Kg
Belgium,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          54157.72,5.57161e+007,Kg
Ecuador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          37512.77,4.90465e+007,Kg
United States,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          27014.11,2.81479e+007,Kg
Singapore,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          25467.98,3.35236e+007,Kg
European Union,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          12496.92,1.08249e+007,Kg
Papua New Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,          12375.23,1.28946e+007,Kg
Malaysia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           8641.60,1.1408e+007,Kg
France,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           8638.12,6.5989e+006,Kg
Germany,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           7238.00,8.2453e+006,Kg
Venezuela,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           4846.93,3.71943e+006,Kg
Togo,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           4649.59,4.84474e+006,Kg
United Kingdom,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           3655.52,5.21576e+006,Kg
Madagascar,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           3417.61,3.39015e+006,Kg
Trinidad and Tobago,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           2663.26,2.77504e+006,Kg
Sao Tome and Principe,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           2508.99,3.76142e+006,Kg
Tanzania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           2317.31,2.41457e+006,Kg
Nigeria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           2009.30,3175,Kg
Brazil,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           2003.79,1.89996e+006,Kg
Grenada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           1590.85,1.4995e+006,Kg
Uganda,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           1190.01,1.66174e+006,Kg
Guinea,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,           1077.84,1.79298e+006,Kg
Cuba,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            759.91,500100,Kg
Honduras,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            695.82,672549,Kg
Jamaica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            676.46,497869,Kg
Sierra Leone,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            620.16,3.1966e+006,Kg
Colombia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            501.62,362500,Kg
Costa Rica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            424.27,305005,Kg
Panama,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            424.19,283888,Kg
Bolivia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            406.52,192255,Kg
Mexico,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            279.29,275066,Kg
Gabon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            272.04,391977,Kg
Canada,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            219.76,199,Kg
Turkey,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            180.09,100573,Kg
Nicaragua,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            175.98,241245,Kg
Italy,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            129.50,220464,Kg
Czech Republic,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            128.11,76075,Kg
Poland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            110.00,96926,Kg
Spain,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            103.55,65142,Kg
El Salvador,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,            100.64,110278,Kg
Austria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             95.75,96700,Kg
Switzerland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             72.14,33823,Kg
Ireland,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             70.82,62076,Kg
Namibia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             35.90,2281,Kg
Peru,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             35.78,40207,Kg
Belize,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             30.45,29887,Kg
India,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             24.54,181100,Kg
Japan,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             19.11,29985,Kg
Romania,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             19.00,20000,Kg
Slovenia,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             18.04,13594,Kg
"Hong Kong, China",Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             13.57,6007,Kg
Bulgaria,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,             11.60,4114,Kg
Sri Lanka,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,              8.08,17300,Kg
Thailand,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,              5.37,1649,Kg
Dominica,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,              4.59,1798,Kg
Kenya,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,              2.13,770,Kg
Lebanon,Export,180100,"Cocoa beans; whole or broken, raw or roasted",2000, World,              1.97,545,Kg
