Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,        4622714.12,1.94182e+009,Kg
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,        2282609.33,9.97685e+008,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         931345.74,3.75539e+008,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         849789.02,3.32848e+008,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         827908.87,3.51493e+008,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         719732.99,2.8093e+008,Kg
Indonesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         584566.93,2.52729e+008,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         414778.52,1.56766e+008,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         248389.01,1.01416e+008,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         248037.10,9.90801e+007,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         247919.58,1.07483e+008,Kg
Spain,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         239195.60,1.0157e+008,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         224944.78,9.0979e+007,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         216209.84,9.07974e+007,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         177141.54,6.57488e+007,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         140648.41,5.35482e+007,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         132885.29,4.91587e+007,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         129623.84,5.61103e+007,Kg
Mexico,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,         114309.29,4.66069e+007,Kg
China,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,          73406.89,3.15963e+007,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,          69201.94,2.83859e+007,Kg
India,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,          64654.19,2.68889e+007,Kg
Bulgaria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2019, World,          42074.99,1.80631e+007,Kg
