Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,        2312348.10,1.28893e+009,Kg
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         752042.08,4.35225e+008,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         726408.92,4.14139e+008,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         380454.00,2.0071e+008,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         340060.51,3.00508e+008,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         300599.19,1.57919e+008,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         285192.34,1.54881e+008,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         275776.65,1.61042e+008,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         155489.95,8.99162e+007,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         153048.55,6.9221e+007,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         125598.89,6.54812e+007,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         123092.98,6.02297e+007,Kg
Spain,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         119983.72,6.71584e+007,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         112938.12,5.66336e+007,Kg
Estonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,         104158.78,6.53433e+007,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          96845.80,6.39144e+007,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          59008.44,4.02612e+007,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          55715.85,2.54518e+007,Kg
Indonesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          50656.25,3.10828e+007,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          42432.75,2.31446e+007,Kg
Poland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          35547.57,2.152e+007,Kg
Thailand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          34637.34,2.01923e+007,Kg
China,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          32766.74,1.98487e+007,Kg
Ukraine,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          28658.53,1.44452e+007,Kg
Czech Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          19978.96,1.23319e+007,Kg
Slovak Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          18152.21,1.00285e+007,Kg
Ireland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          17903.53,1.03749e+007,Kg
Denmark,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          11094.59,6.30628e+006,Kg
Belarus,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          10594.40,5.02397e+006,Kg
Kazakhstan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,          10476.07,4.40425e+006,Kg
Croatia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           9513.84,5.06652e+006,Kg
Algeria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           8499.66,4.79188e+006,Kg
Mexico,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           7291.25,4.70402e+006,Kg
Tunisia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           7135.70,3.012e+006,Kg
Greece,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           6890.93,3.70919e+006,Kg
Colombia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           6765.58,4.48314e+006,Kg
"Korea, Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           6566.49,3.56039e+006,Kg
Lithuania,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           6459.66,3.31492e+006,Kg
India,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           6271.81,2.88455e+006,Kg
"Serbia, FR(Serbia/Montenegro)",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           5470.01,2.60233e+006,Kg
"Iran, Islamic Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           4970.49,2.77838e+006,Kg
South Africa,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           4820.52,2.81399e+006,Kg
Latvia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           3726.60,2.0582e+006,Kg
Costa Rica,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           3075.59,1.83417e+006,Kg
Bulgaria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           2191.50,745739,Kg
Israel,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           1905.00,1.024e+006,Kg
Philippines,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           1890.31,1.33531e+006,Kg
Honduras,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           1646.52,1.07676e+006,Kg
Moldova,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           1332.89,728583,Kg
Morocco,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,           1178.66,626687,Kg
Armenia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            907.93,562884,Kg
New Zealand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            851.10,408967,Kg
Argentina,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            457.64,245638,Kg
North Macedonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            451.18,169922,Kg
El Salvador,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            403.25,715091,Kg
Togo,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            361.57,206140,Kg
Romania,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            349.27,252903,Kg
Panama,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            294.14,314420,Kg
Australia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            246.91,116789,Kg
Portugal,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            175.98,75739,Kg
Guatemala,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            147.93,152550,Kg
Namibia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            122.34,69750,Kg
Qatar,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            114.03,7662,Kg
Bosnia and Herzegovina,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,            113.64,57947,Kg
Central African Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,             77.05,413750,Kg
Lebanon,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,             74.00,25000,Kg
Eswatini,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,             57.18,3235,Kg
Yemen,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,             55.45,70200,Kg
Burkina Faso,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2004, World,             43.45,287706,Kg
