Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,         688150.96,5.03134e+008,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,         611825.28,4.6721e+008,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,         344274.14,2.34352e+008,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,         322510.89,2.36663e+008,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,         188072.03,1.38887e+008,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,         108038.91,7.11784e+007,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          92683.30,7.53305e+007,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          78484.65,4.69022e+007,Kg
Spain,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          76518.70,5.83649e+007,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          73929.68,4.96588e+007,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          70032.93,4.43673e+007,Kg
Estonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          64452.97,4.86677e+007,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          63020.39,5.90612e+007,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          62410.55,4.68651e+007,Kg
Poland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          51968.00,3.34455e+007,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          46518.23,2.75952e+007,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          44088.44,2.51491e+007,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          30834.59,2.60192e+007,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          30233.36,2.00706e+007,Kg
Ukraine,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          29948.66,1.51453e+007,Kg
China,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          24775.70,2.10563e+007,Kg
Czech Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          18809.26,1.06449e+007,Kg
Thailand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          16446.76,1.05485e+007,Kg
Denmark,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          11424.51,8.91863e+006,Kg
Indonesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          11093.82,8.62797e+006,Kg
Slovak Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",1999, World,          10371.39,7.44481e+006,Kg
