Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,        2271812.84,1.33702e+009,Kg
United States,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         779619.96,4.73645e+008,Kg
Netherlands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         690781.93,4.33659e+008,Kg
Malaysia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         671187.29,4.54238e+008,Kg
Germany,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         490661.00,2.90957e+008,Kg
Belgium,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         351092.29,1.98456e+008,Kg
United Kingdom,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         323026.24,1.85371e+008,Kg
France,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         274319.61,1.59092e+008,Kg
Estonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         133463.88,8.35603e+007,Kg
Canada,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         132049.59,7.81336e+007,Kg
Italy,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         125439.29,6.59254e+007,Kg
Japan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         125067.10,6.28069e+007,Kg
Russian Federation,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         124387.85,6.85547e+007,Kg
Singapore,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,         113975.92,7.7834e+007,Kg
Turkey,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          98627.81,5.51695e+007,Kg
Brazil,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          90317.08,6.5445e+007,Kg
Switzerland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          76421.31,3.57042e+007,Kg
China,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          62484.35,4.11109e+007,Kg
Indonesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          43119.05,2.68192e+007,Kg
Ukraine,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          35904.53,1.71428e+007,Kg
Poland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          34660.29,2.18368e+007,Kg
Thailand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          32035.26,1.93312e+007,Kg
Ireland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          22414.84,1.31976e+007,Kg
Slovak Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          19265.25,1.05842e+007,Kg
Kazakhstan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          15933.22,6.55712e+006,Kg
Austria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          15445.63,8.81231e+006,Kg
Colombia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          14325.37,9.49891e+006,Kg
India,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          12480.15,7.4046e+006,Kg
Tunisia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          11046.48,5.02985e+006,Kg
Belarus,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          10863.30,5.42363e+006,Kg
"Korea, Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          10596.45,5.80638e+006,Kg
Algeria,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,          10272.40,5.44026e+006,Kg
Greece,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           8049.21,4.5307e+006,Kg
Denmark,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           7706.34,3.96779e+006,Kg
"Serbia, FR(Serbia/Montenegro)",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           7310.39,3.68307e+006,Kg
Croatia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           5590.41,2.97562e+006,Kg
Armenia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           3219.39,1.15096e+006,Kg
Honduras,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           2814.11,1.73951e+006,Kg
Latvia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           2732.40,1.49278e+006,Kg
Mexico,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           2117.26,1.32597e+006,Kg
Israel,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1541.00,878552,Kg
New Zealand,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1443.87,680677,Kg
Morocco,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1352.52,805875,Kg
Moldova,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1334.60,696666,Kg
"Iran, Islamic Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1316.58,691939,Kg
South Africa,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1072.29,751588,Kg
Lithuania,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,           1055.53,550457,Kg
Argentina,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            435.13,234130,Kg
Australia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            424.94,157702,Kg
Panama,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            421.56,335400,Kg
Sri Lanka,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            379.98,240000,Kg
El Salvador,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            345.29,688371,Kg
North Macedonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            335.61,167691,Kg
Philippines,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            248.53,120305,Kg
Qatar,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            210.03,319321,Kg
Portugal,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            149.31,101143,Kg
Guatemala,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,            101.20,88200,Kg
Yemen,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             48.17,86263,Kg
Bosnia and Herzegovina,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             42.63,22989,Kg
Lebanon,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             28.62,12082,Kg
Czech Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             20.36,2111,Kg
Fm Sudan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             17.88,29265,Kg
Luxembourg,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             17.45,2179,Kg
Romania,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             16.87,5667,Kg
Eswatini,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             15.33,4350,Kg
Sweden,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             12.91,6064,Kg
Syrian Arab Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             12.35,1800,Kg
Central African Republic,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,             11.76,69950,Kg
"Other Asia, nes",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              8.97,1121,Kg
Kuwait,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              7.93,435,Kg
Georgia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              6.08,2444,Kg
Botswana,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              3.26,511,Kg
Mozambique,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              2.80,1597,Kg
Bolivia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              2.77,13601,Kg
Mauritania,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              2.21,1000,Kg
Mauritius,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              2.17,454,Kg
"Gambia, The",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              1.73,2162,Kg
Bahrain,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              1.69,312,Kg
Antigua and Barbuda,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              1.52,1269,Kg
Benin,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.75,501,Kg
Tonga,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.74,330,Kg
New Caledonia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.71,182,Kg
"Hong Kong, China",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.70,838,Kg
Azerbaijan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.64,1000,Kg
Comoros,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.59,337,Kg
Iceland,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.54,32,Kg
Malawi,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.51,280,Kg
"Egypt, Arab Rep.",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.45,261,Kg
Norway,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.41,39,Kg
Oman,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.36,200,Kg
Namibia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.31,39,Kg
Bhutan,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.30,30,Kg
Barbados,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.30,200,Kg
Cote d'Ivoire,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.29,50,Kg
"Bahamas, The",Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.22,166,Kg
Tanzania,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.19,70,Kg
Cameroon,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.17,9,Kg
Uganda,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.13,115,Kg
French Polynesia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.12,10,Kg
Malta,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.09,8,Kg
Slovenia,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.07,11,Kg
Chile,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.06,34,Kg
Mayotte,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.06,68,Kg
Rwanda,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.05,148,Kg
Costa Rica,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.04,1,Kg
Wallis and Futura Isl.,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.04,10,Kg
Senegal,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.03,4,Kg
St. Kitts and Nevis,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.02,25,Kg
Faeroe Islands,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.01,1,Kg
Guyana,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.01,20,Kg
Anguila,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.01,125,Kg
Kiribati,Import,180100,"Cocoa beans; whole or broken, raw or roasted",2006, World,              0.00,1,Kg
