Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Germany,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,        1176621.87,1.86217e+008,Kg
European Union,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         860732.47,1.43106e+008,Kg
Netherlands,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         824762.36,1.85123e+008,Kg
United States,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         235504.75,4.5337e+007,Kg
United Arab Emirates,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         233413.39,4.083e+007,Kg
Russian Federation,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         216638.25,4.3511e+007,Kg
Austria,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         180032.25,3.67248e+007,Kg
Italy,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         130317.67,1.7255e+007,Kg
Canada,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         124125.17,1.96361e+007,Kg
Poland,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         121346.24,2.70717e+007,Kg
France,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         117135.06,1.94552e+007,Kg
Belgium,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,         106121.71,1.47923e+007,Kg
United Kingdom,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          85813.49,1.23196e+007,Kg
"Egypt, Arab Rep.",Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          70471.34,4.19698e+007,Kg
Spain,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          67312.79,1.51049e+007,Kg
Turkey,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          63962.22,2.28389e+007,Kg
Australia,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          60549.94,1.19025e+007,Kg
Czech Republic,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          56862.81,1.20664e+007,Kg
Malaysia,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          53203.93,1.06944e+007,Kg
Hungary,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          49126.39,9.18395e+006,Kg
Sweden,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          48905.09,7.01815e+006,Kg
Slovak Republic,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2014, World,          45949.39,9.9053e+006,Kg
