Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Germany,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,         971190.80,1.68548e+008,Kg
Japan,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          25960.32,1.50587e+006,Kg
Australia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          23796.29,3.90874e+006,Kg
United Arab Emirates,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          23692.31,8.40316e+006,Kg
"Serbia, FR(Serbia/Montenegro)",Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          22523.30,4.89922e+006,Kg
China,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          21347.24,3.15587e+006,Kg
Croatia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          20728.66,3.75376e+006,Kg
New Zealand,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          16414.36,2.73468e+006,Kg
Belarus,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          12649.80,2.27558e+006,Kg
Finland,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          11834.69,1.85306e+006,Kg
Singapore,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,          11391.78,889270,Kg
Argentina,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           9083.43,1.85069e+006,Kg
Chile,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           7687.79,2.25829e+006,Kg
Romania,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           7619.28,1.11365e+006,Kg
Malaysia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           7360.16,1.01712e+006,Kg
"Hong Kong, China",Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           6844.77,531636,Kg
Kazakhstan,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           6637.43,1.19925e+006,Kg
Colombia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           6621.72,1.25857e+006,Kg
Norway,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           6314.66,845401,Kg
Indonesia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           6265.06,2.1894e+006,Kg
"Egypt, Arab Rep.",Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           5584.71,904000,Kg
Bahrain,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           5350.21,891860,Kg
Hungary,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           5001.80,1.11169e+006,Kg
Bosnia and Herzegovina,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           4669.56,1.1741e+006,Kg
Greece,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           4068.77,870990,Kg
Latvia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           4066.55,671073,Kg
Portugal,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           3865.13,470077,Kg
South Africa,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           3670.09,1.84332e+006,Kg
Estonia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           3614.24,420848,Kg
"Other Asia, nes",Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           3351.08,505558,Kg
Peru,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           2665.48,594854,Kg
Vietnam,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           2345.66,,
Thailand,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           2333.35,633837,Kg
Jordan,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           2024.18,249495,Kg
"Korea, Rep.",Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           1635.00,163876,Kg
El Salvador,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           1557.73,896402,Kg
Slovenia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           1441.46,254430,Kg
Cameroon,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           1278.54,193949,Kg
Costa Rica,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           1268.49,250485,Kg
Panama,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,           1216.94,143049,Kg
Ecuador,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            902.71,192848,Kg
Occ.Pal.Terr,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            652.90,105685,Kg
Saudi Arabia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            590.93,191000,Kg
Madagascar,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            548.15,61724,Kg
Luxembourg,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            546.64,32201,Kg
Iceland,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            331.06,43447,Kg
North Macedonia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            286.35,87586,Kg
Morocco,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            240.73,89111,Kg
Lebanon,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            238.85,51838,Kg
Ghana,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            230.63,38392,Kg
Guatemala,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            220.06,101761,Kg
Dominican Republic,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            208.64,65891,Kg
Bolivia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            163.91,21332.4,Kg
Philippines,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            163.78,68993,Kg
Jamaica,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            151.23,20407,Kg
Yemen,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            146.52,81357,Kg
Azerbaijan,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            145.41,109371,Kg
Israel,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,            113.00,17756,Kg
Moldova,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             86.11,26199,Kg
Georgia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             69.45,12081,Kg
Kyrgyz Republic,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             66.94,86027,Kg
Barbados,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             65.74,10225,Kg
Armenia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             62.10,7887,Kg
Uganda,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             50.33,4726,Kg
Uruguay,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             49.17,7405,Kg
Namibia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             40.73,1576,Kg
Zambia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             34.77,1937,Kg
Senegal,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             32.41,1797,Kg
Sri Lanka,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             26.36,6285,Kg
Cape Verde,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             23.76,2018,Kg
Andorra,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             19.26,1513,Kg
Trinidad and Tobago,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             15.32,1847,Kg
Cyprus,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,             13.35,4449,Kg
India,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              4.86,7000,Kg
Eswatini,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              4.34,212.39,Kg
New Caledonia,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              2.88,275,Kg
Brunei,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              1.62,262,Kg
Mauritius,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              1.19,244,Kg
Malta,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.39,420,Kg
Aruba,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.20,4,Kg
Botswana,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.08,44.53,Kg
Montenegro,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.07,17,Kg
Tanzania,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.05,14,Kg
Algeria,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.01,5,Kg
Guyana,Export,180632,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less",2012, World,              0.01,0,Kg
