Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
European Union,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,        1404982.15,2.00435e+008,Kg
Germany,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,        1162719.00,2.17172e+008,Kg
Belgium,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,        1075216.29,1.37689e+008,Kg
Italy,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         909802.45,1.27563e+008,Kg
France,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         649946.17,1.4075e+008,Kg
Netherlands,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         450797.30,8.33534e+007,Kg
Poland,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         381623.84,6.8966e+007,Kg
United States,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         381288.97,9.66804e+007,Kg
United Kingdom,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         372568.20,6.21591e+007,Kg
Ukraine,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         312803.65,1.39816e+008,Kg
Turkey,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         221894.32,8.98326e+007,Kg
Switzerland,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         211189.25,2.32914e+007,Kg
Canada,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         177742.28,4.3716e+007,Kg
Sweden,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         170453.78,3.28741e+007,Kg
Austria,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         136642.01,2.11405e+007,Kg
Denmark,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         136030.65,2.40886e+007,Kg
Russian Federation,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         118912.17,3.31998e+007,Kg
Argentina,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         103843.80,2.24708e+007,Kg
Singapore,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,         103153.06,5.74489e+007,Kg
Czech Republic,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          94023.55,1.64843e+007,Kg
Brazil,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          85573.14,2.49096e+007,Kg
Australia,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          82146.55,1.81701e+007,Kg
Spain,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          77796.14,1.6234e+007,Kg
Slovak Republic,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          59493.60,9.41749e+006,Kg
Finland,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          55088.83,9.95676e+006,Kg
Mexico,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          52816.01,1.38163e+007,Kg
Hungary,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          51990.00,1.08196e+007,Kg
China,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          42337.49,1.42208e+007,Kg
Ireland,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          36807.86,3.2722e+006,Kg
"Serbia, FR(Serbia/Montenegro)",Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          34123.92,1.03567e+007,Kg
"Hong Kong, China",Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          29598.32,3.51854e+006,Kg
United Arab Emirates,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          29374.51,8.03892e+006,Kg
Lithuania,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          24435.91,6.47392e+006,Kg
Norway,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          22487.98,4.16477e+006,Kg
New Zealand,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          21542.63,6.05697e+006,Kg
Colombia,Export,180690,Chocolate and other food preparations containing cocoa; n.e.s. in chapter 18,2007, World,          20175.49,7.40262e+006,Kg
