Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Germany,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         689794.81,1.16001e+008,Kg
Netherlands,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         620701.35,1.48703e+008,Kg
European Union,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         441290.72,8.59916e+007,Kg
United States,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         169606.10,3.49285e+007,Kg
Russian Federation,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         159496.98,4.03951e+007,Kg
Belgium,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         134788.72,2.15838e+007,Kg
Austria,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         125021.06,2.42117e+007,Kg
France,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         124757.96,2.39365e+007,Kg
United Arab Emirates,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         124702.00,2.43499e+007,Kg
Canada,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         113322.83,2.33376e+007,Kg
Italy,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,         110443.70,1.66638e+007,Kg
Spain,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,          81382.62,1.85607e+007,Kg
Switzerland,Export,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",2008, World,          79159.07,9.55104e+006,Kg
